data_type,framework,version,algorithm,repetition,category
DOUBLE,halide,ChooseHints,mvt,5,invalid_algorithm
DOUBLE,halide,ChooseHints,nussinov,1,slowdown
DOUBLE,halide,ChooseHints,nussinov,2,invalid_code
DOUBLE,halide,ChooseHints,nussinov,3,invalid_algorithm
DOUBLE,halide,ChooseHints,nussinov,4,invalid_algorithm
DOUBLE,halide,ChooseHints,nussinov,5,invalid_algorithm
DOUBLE,halide,ChooseHints,seidel-2d,1,invalid_algorithm
DOUBLE,halide,ChooseHints,seidel-2d,2,invalid_code
DOUBLE,halide,ChooseHints,seidel-2d,3,invalid_code
DOUBLE,halide,ChooseHints,seidel-2d,4,invalid_code
DOUBLE,halide,ChooseHints,seidel-2d,5,invalid_code
DOUBLE,halide,ChooseHints,symm,1,invalid_code
DOUBLE,halide,ChooseHints,symm,2,invalid_code
DOUBLE,halide,ChooseHints,symm,3,invalid_algorithm
DOUBLE,halide,ChooseHints,symm,4,invalid_algorithm
DOUBLE,halide,ChooseHints,symm,5,invalid_algorithm
DOUBLE,halide,ChooseHints,syr2k,1,invalid_algorithm
DOUBLE,halide,ChooseHints,syr2k,2,invalid_algorithm
DOUBLE,halide,ChooseHints,syr2k,3,invalid_algorithm
DOUBLE,halide,ChooseHints,syr2k,4,invalid_algorithm
DOUBLE,halide,ChooseHints,syr2k,5,invalid_algorithm
DOUBLE,halide,ChooseHints,syrk,1,invalid_algorithm
DOUBLE,halide,ChooseHints,syrk,2,invalid_code
DOUBLE,halide,ChooseHints,syrk,3,invalid_algorithm
DOUBLE,halide,ChooseHints,syrk,4,invalid_algorithm
DOUBLE,halide,ChooseHints,syrk,5,invalid_code
DOUBLE,halide,ChooseHints,trisolv,1,invalid_algorithm
DOUBLE,halide,ChooseHints,trisolv,2,invalid_algorithm
DOUBLE,halide,ChooseHints,trisolv,3,invalid_algorithm
DOUBLE,halide,ChooseHints,trisolv,4,slowdown
DOUBLE,halide,ChooseHints,trisolv,5,invalid_code
DOUBLE,halide,ChooseHints,trmm,1,invalid_code
DOUBLE,halide,ChooseHints,trmm,2,invalid_code
DOUBLE,halide,ChooseHints,trmm,3,invalid_code
DOUBLE,halide,ChooseHints,trmm,4,invalid_code
DOUBLE,halide,ChooseHints,trmm,5,invalid_code
DOUBLE,halide,FromPlan,3mm,1,invalid_algorithm
DOUBLE,halide,FromPlan,3mm,2,invalid_algorithm
DOUBLE,halide,FromPlan,3mm,3,invalid_algorithm
DOUBLE,halide,FromPlan,3mm,4,invalid_algorithm
DOUBLE,halide,FromPlan,3mm,5,invalid_algorithm
DOUBLE,halide,FromPlan,adi,1,invalid_code
DOUBLE,halide,FromPlan,adi,2,invalid_algorithm
DOUBLE,halide,FromPlan,adi,3,speedup_under
DOUBLE,halide,FromPlan,adi,4,invalid_algorithm
DOUBLE,halide,FromPlan,adi,5,invalid_code
DOUBLE,halide,FromPlan,atax,1,invalid_algorithm
DOUBLE,halide,FromPlan,atax,2,invalid_algorithm
DOUBLE,halide,FromPlan,atax,3,invalid_algorithm
DOUBLE,halide,FromPlan,atax,4,invalid_algorithm
DOUBLE,halide,FromPlan,atax,5,invalid_algorithm
DOUBLE,halide,FromPlan,bicg,1,slowdown
DOUBLE,halide,FromPlan,bicg,2,invalid_algorithm
DOUBLE,halide,FromPlan,bicg,3,invalid_algorithm
DOUBLE,halide,FromPlan,bicg,4,slowdown
DOUBLE,halide,FromPlan,bicg,5,invalid_algorithm
DOUBLE,halide,FromPlan,cholesky,1,invalid_code
DOUBLE,halide,FromPlan,cholesky,2,invalid_algorithm
DOUBLE,halide,FromPlan,cholesky,3,invalid_algorithm
DOUBLE,halide,FromPlan,cholesky,4,invalid_algorithm
DOUBLE,halide,FromPlan,cholesky,5,invalid_algorithm
DOUBLE,halide,FromPlan,correlation,1,invalid_algorithm
DOUBLE,halide,FromPlan,correlation,2,invalid_algorithm
DOUBLE,halide,FromPlan,correlation,3,invalid_algorithm
DOUBLE,halide,FromPlan,correlation,4,invalid_code
DOUBLE,halide,FromPlan,correlation,5,invalid_algorithm
DOUBLE,halide,FromPlan,covariance,1,invalid_algorithm
DOUBLE,halide,FromPlan,covariance,2,invalid_algorithm
DOUBLE,halide,FromPlan,covariance,3,invalid_algorithm
DOUBLE,halide,FromPlan,covariance,4,invalid_algorithm
DOUBLE,halide,FromPlan,covariance,5,invalid_algorithm
DOUBLE,halide,FromPlan,deriche,1,slowdown
DOUBLE,halide,FromPlan,deriche,2,slowdown
DOUBLE,halide,FromPlan,deriche,3,invalid_code
DOUBLE,halide,FromPlan,deriche,4,slowdown
DOUBLE,halide,FromPlan,deriche,5,invalid_code
DOUBLE,halide,FromPlan,doitgen,1,invalid_algorithm
DOUBLE,halide,FromPlan,doitgen,2,invalid_algorithm
DOUBLE,halide,FromPlan,doitgen,3,invalid_code
DOUBLE,halide,FromPlan,doitgen,4,invalid_algorithm
DOUBLE,halide,FromPlan,doitgen,5,invalid_algorithm
DOUBLE,halide,FromPlan,durbin,1,invalid_code
DOUBLE,halide,FromPlan,durbin,2,invalid_algorithm
DOUBLE,halide,FromPlan,durbin,3,slowdown
DOUBLE,halide,FromPlan,durbin,4,invalid_code
DOUBLE,halide,FromPlan,durbin,5,invalid_code
DOUBLE,halide,FromPlan,fdtd-2d,1,invalid_code
DOUBLE,halide,FromPlan,fdtd-2d,2,invalid_code
DOUBLE,halide,FromPlan,fdtd-2d,3,invalid_algorithm
DOUBLE,halide,FromPlan,fdtd-2d,4,slowdown
DOUBLE,halide,FromPlan,fdtd-2d,5,invalid_algorithm
DOUBLE,halide,FromPlan,gemver,1,invalid_code
DOUBLE,halide,FromPlan,gemver,2,invalid_code
DOUBLE,halide,FromPlan,gemver,3,invalid_code
DOUBLE,halide,FromPlan,gemver,4,invalid_code
DOUBLE,halide,FromPlan,gemver,5,invalid_code
DOUBLE,halide,FromPlan,gesummv,1,invalid_algorithm
DOUBLE,halide,FromPlan,gesummv,2,invalid_algorithm
DOUBLE,halide,FromPlan,gesummv,3,invalid_code
DOUBLE,halide,FromPlan,gesummv,4,invalid_algorithm
DOUBLE,halide,FromPlan,gesummv,5,invalid_algorithm
DOUBLE,halide,FromPlan,gramschmidt,1,invalid_code
DOUBLE,halide,FromPlan,gramschmidt,2,invalid_code
DOUBLE,halide,FromPlan,gramschmidt,3,invalid_code
DOUBLE,halide,FromPlan,gramschmidt,4,invalid_code
DOUBLE,halide,FromPlan,gramschmidt,5,invalid_code
DOUBLE,halide,FromPlan,jacobi-1d,1,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-1d,2,invalid_code
DOUBLE,halide,FromPlan,jacobi-1d,3,invalid_code
DOUBLE,halide,FromPlan,jacobi-1d,4,slowdown
DOUBLE,halide,FromPlan,jacobi-1d,5,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-2d,1,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-2d,2,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-2d,3,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-2d,4,invalid_algorithm
DOUBLE,halide,FromPlan,jacobi-2d,5,invalid_algorithm
DOUBLE,halide,FromPlan,lu,1,invalid_algorithm
DOUBLE,halide,FromPlan,lu,2,invalid_code
DOUBLE,halide,FromPlan,lu,3,invalid_algorithm
DOUBLE,halide,FromPlan,lu,4,invalid_code
DOUBLE,halide,FromPlan,lu,5,slowdown
DOUBLE,halide,FromPlan,ludcmp,1,invalid_algorithm
DOUBLE,halide,FromPlan,ludcmp,2,invalid_algorithm
DOUBLE,halide,FromPlan,ludcmp,3,invalid_algorithm
DOUBLE,halide,FromPlan,ludcmp,4,invalid_code
DOUBLE,halide,FromPlan,ludcmp,5,invalid_algorithm
DOUBLE,halide,FromPlan,mvt,1,invalid_algorithm
DOUBLE,halide,FromPlan,mvt,2,invalid_algorithm
DOUBLE,halide,FromPlan,mvt,3,invalid_algorithm
DOUBLE,halide,FromPlan,mvt,4,invalid_algorithm
DOUBLE,halide,FromPlan,mvt,5,slowdown
DOUBLE,halide,FromPlan,nussinov,1,invalid_code
DOUBLE,halide,FromPlan,nussinov,2,invalid_algorithm
DOUBLE,halide,FromPlan,nussinov,3,invalid_algorithm
DOUBLE,halide,FromPlan,nussinov,4,invalid_algorithm
DOUBLE,halide,FromPlan,nussinov,5,invalid_algorithm
DOUBLE,halide,FromPlan,seidel-2d,1,invalid_code
DOUBLE,halide,FromPlan,seidel-2d,2,invalid_code
DOUBLE,halide,FromPlan,seidel-2d,3,invalid_code
DOUBLE,halide,FromPlan,seidel-2d,4,invalid_code
DOUBLE,halide,FromPlan,seidel-2d,5,invalid_code
DOUBLE,halide,FromPlan,symm,1,invalid_algorithm
DOUBLE,halide,FromPlan,symm,2,speedup_over
DOUBLE,halide,FromPlan,symm,3,speedup_over
DOUBLE,halide,FromPlan,symm,4,invalid_algorithm
DOUBLE,halide,FromPlan,symm,5,invalid_algorithm
DOUBLE,halide,FromPlan,syr2k,1,invalid_algorithm
DOUBLE,halide,FromPlan,syr2k,2,slowdown
DOUBLE,halide,FromPlan,syr2k,3,invalid_algorithm
DOUBLE,halide,FromPlan,syr2k,4,invalid_algorithm
DOUBLE,halide,FromPlan,syr2k,5,invalid_algorithm
DOUBLE,halide,FromPlan,syrk,1,invalid_code
DOUBLE,halide,FromPlan,syrk,2,invalid_algorithm
DOUBLE,halide,FromPlan,syrk,3,speedup_over
DOUBLE,halide,FromPlan,syrk,4,invalid_code
DOUBLE,halide,FromPlan,syrk,5,speedup_over
DOUBLE,halide,FromPlan,trisolv,1,invalid_algorithm
DOUBLE,halide,FromPlan,trisolv,2,invalid_algorithm
DOUBLE,halide,FromPlan,trisolv,3,invalid_algorithm
DOUBLE,halide,FromPlan,trisolv,4,slowdown
DOUBLE,halide,FromPlan,trisolv,5,invalid_algorithm
DOUBLE,halide,FromPlan,trmm,1,invalid_code
DOUBLE,halide,FromPlan,trmm,2,invalid_code
DOUBLE,halide,FromPlan,trmm,3,invalid_code
DOUBLE,halide,FromPlan,trmm,4,invalid_algorithm
DOUBLE,halide,FromPlan,trmm,5,invalid_code
DOUBLE,halide,Naive,3mm,1,invalid_code
DOUBLE,halide,Naive,3mm,2,invalid_algorithm
DOUBLE,halide,Naive,3mm,3,invalid_algorithm
DOUBLE,halide,Naive,3mm,4,invalid_algorithm
DOUBLE,halide,Naive,3mm,5,invalid_algorithm
DOUBLE,halide,Naive,adi,1,invalid_code
DOUBLE,halide,Naive,adi,2,slowdown
DOUBLE,halide,Naive,adi,3,invalid_algorithm
DOUBLE,halide,Naive,adi,4,slowdown
DOUBLE,halide,Naive,adi,5,invalid_algorithm
DOUBLE,halide,Naive,atax,1,invalid_algorithm
DOUBLE,halide,Naive,atax,2,slowdown
DOUBLE,halide,Naive,atax,3,invalid_algorithm
DOUBLE,halide,Naive,atax,4,invalid_algorithm
DOUBLE,halide,Naive,atax,5,invalid_code
DOUBLE,halide,Naive,bicg,1,invalid_algorithm
DOUBLE,halide,Naive,bicg,2,invalid_algorithm
DOUBLE,halide,Naive,bicg,3,invalid_algorithm
DOUBLE,halide,Naive,bicg,4,invalid_algorithm
DOUBLE,halide,Naive,bicg,5,invalid_algorithm
DOUBLE,halide,Naive,cholesky,1,speedup_under
DOUBLE,halide,Naive,cholesky,2,invalid_algorithm
DOUBLE,halide,Naive,cholesky,3,invalid_algorithm
DOUBLE,halide,Naive,cholesky,4,invalid_algorithm
DOUBLE,halide,Naive,cholesky,5,invalid_algorithm
DOUBLE,halide,Naive,correlation,1,invalid_algorithm
DOUBLE,halide,Naive,correlation,2,invalid_algorithm
DOUBLE,halide,Naive,correlation,3,invalid_algorithm
DOUBLE,halide,Naive,correlation,4,invalid_algorithm
DOUBLE,halide,Naive,correlation,5,invalid_algorithm
DOUBLE,halide,Naive,covariance,1,invalid_algorithm
DOUBLE,halide,Naive,covariance,2,invalid_algorithm
DOUBLE,halide,Naive,covariance,3,invalid_algorithm
DOUBLE,halide,Naive,covariance,4,speedup_over
DOUBLE,halide,Naive,covariance,5,invalid_algorithm
DOUBLE,halide,Naive,deriche,1,invalid_code
DOUBLE,halide,Naive,deriche,2,invalid_code
DOUBLE,halide,Naive,deriche,3,invalid_code
DOUBLE,halide,Naive,deriche,4,invalid_code
DOUBLE,halide,Naive,deriche,5,slowdown
DOUBLE,halide,Naive,doitgen,1,invalid_algorithm
DOUBLE,halide,Naive,doitgen,2,invalid_algorithm
DOUBLE,halide,Naive,doitgen,3,invalid_code
DOUBLE,halide,Naive,doitgen,4,invalid_algorithm
DOUBLE,halide,Naive,doitgen,5,invalid_algorithm
DOUBLE,halide,Naive,durbin,1,invalid_algorithm
DOUBLE,halide,Naive,durbin,2,invalid_algorithm
DOUBLE,halide,Naive,durbin,3,invalid_algorithm
DOUBLE,halide,Naive,durbin,4,invalid_algorithm
DOUBLE,halide,Naive,durbin,5,invalid_algorithm
DOUBLE,halide,Naive,fdtd-2d,1,slowdown
DOUBLE,halide,Naive,fdtd-2d,2,invalid_code
DOUBLE,halide,Naive,fdtd-2d,3,invalid_algorithm
DOUBLE,halide,Naive,fdtd-2d,4,invalid_algorithm
DOUBLE,halide,Naive,fdtd-2d,5,slowdown
DOUBLE,halide,Naive,gemver,1,invalid_code
DOUBLE,halide,Naive,gemver,2,invalid_code
DOUBLE,halide,Naive,gemver,3,invalid_code
DOUBLE,halide,Naive,gemver,4,invalid_code
DOUBLE,halide,Naive,gemver,5,invalid_code
DOUBLE,halide,Naive,gesummv,1,invalid_code
DOUBLE,halide,Naive,gesummv,2,invalid_algorithm
DOUBLE,halide,Naive,gesummv,3,invalid_algorithm
DOUBLE,halide,Naive,gesummv,4,slowdown
DOUBLE,halide,Naive,gesummv,5,slowdown
DOUBLE,halide,Naive,gramschmidt,1,invalid_code
DOUBLE,halide,Naive,gramschmidt,2,invalid_code
DOUBLE,halide,Naive,gramschmidt,3,invalid_code
DOUBLE,halide,Naive,gramschmidt,4,invalid_code
DOUBLE,halide,Naive,gramschmidt,5,invalid_code
DOUBLE,halide,Naive,jacobi-1d,1,invalid_algorithm
DOUBLE,halide,Naive,jacobi-1d,2,invalid_code
DOUBLE,halide,Naive,jacobi-1d,3,invalid_algorithm
DOUBLE,halide,Naive,jacobi-1d,4,invalid_algorithm
DOUBLE,halide,Naive,jacobi-1d,5,invalid_algorithm
DOUBLE,halide,Naive,jacobi-2d,1,invalid_algorithm
DOUBLE,halide,Naive,jacobi-2d,2,invalid_code
DOUBLE,halide,Naive,jacobi-2d,3,invalid_algorithm
DOUBLE,halide,Naive,jacobi-2d,4,invalid_algorithm
DOUBLE,halide,Naive,jacobi-2d,5,invalid_algorithm
DOUBLE,halide,Naive,lu,1,invalid_code
DOUBLE,halide,Naive,lu,2,invalid_algorithm
DOUBLE,halide,Naive,lu,3,invalid_code
DOUBLE,halide,Naive,lu,4,invalid_code
DOUBLE,halide,Naive,lu,5,invalid_algorithm
DOUBLE,halide,Naive,ludcmp,1,invalid_algorithm
DOUBLE,halide,Naive,ludcmp,2,invalid_algorithm
DOUBLE,halide,Naive,ludcmp,3,slowdown
DOUBLE,halide,Naive,ludcmp,4,invalid_algorithm
DOUBLE,halide,Naive,ludcmp,5,invalid_algorithm
DOUBLE,halide,Naive,mvt,1,invalid_algorithm
DOUBLE,halide,Naive,mvt,2,slowdown
DOUBLE,halide,Naive,mvt,3,slowdown
DOUBLE,halide,Naive,mvt,4,invalid_algorithm
DOUBLE,halide,Naive,mvt,5,invalid_algorithm
DOUBLE,halide,Naive,nussinov,1,invalid_code
DOUBLE,halide,Naive,nussinov,2,invalid_code
DOUBLE,halide,Naive,nussinov,3,invalid_algorithm
DOUBLE,halide,Naive,nussinov,4,invalid_algorithm
DOUBLE,halide,Naive,nussinov,5,invalid_code
DOUBLE,halide,Naive,seidel-2d,1,invalid_algorithm
DOUBLE,halide,Naive,seidel-2d,2,invalid_algorithm
DOUBLE,halide,Naive,seidel-2d,3,invalid_code
DOUBLE,halide,Naive,seidel-2d,4,invalid_code
DOUBLE,halide,Naive,seidel-2d,5,invalid_algorithm
DOUBLE,halide,Naive,symm,1,invalid_algorithm
DOUBLE,halide,Naive,symm,2,invalid_algorithm
DOUBLE,halide,Naive,symm,3,invalid_algorithm
DOUBLE,halide,Naive,symm,4,invalid_algorithm
DOUBLE,halide,Naive,symm,5,invalid_algorithm
DOUBLE,halide,Naive,syr2k,1,invalid_algorithm
DOUBLE,halide,Naive,syr2k,2,invalid_algorithm
DOUBLE,halide,Naive,syr2k,3,invalid_algorithm
DOUBLE,halide,Naive,syr2k,4,invalid_algorithm
DOUBLE,halide,Naive,syr2k,5,invalid_algorithm
DOUBLE,halide,Naive,syrk,1,invalid_algorithm
DOUBLE,halide,Naive,syrk,2,invalid_algorithm
DOUBLE,halide,Naive,syrk,3,invalid_code
DOUBLE,halide,Naive,syrk,4,invalid_algorithm
DOUBLE,halide,Naive,syrk,5,invalid_algorithm
DOUBLE,halide,Naive,trisolv,1,invalid_code
DOUBLE,halide,Naive,trisolv,2,invalid_algorithm
DOUBLE,halide,Naive,trisolv,3,invalid_algorithm
DOUBLE,halide,Naive,trisolv,4,invalid_algorithm
DOUBLE,halide,Naive,trisolv,5,slowdown
DOUBLE,halide,Naive,trmm,1,invalid_code
DOUBLE,halide,Naive,trmm,2,invalid_code
DOUBLE,halide,Naive,trmm,3,invalid_code
DOUBLE,halide,Naive,trmm,4,invalid_code
DOUBLE,halide,Naive,trmm,5,invalid_algorithm
DOUBLE,halide,standard,3mm,1,invalid_algorithm
DOUBLE,halide,standard,3mm,2,invalid_algorithm
DOUBLE,halide,standard,3mm,3,speedup_over
DOUBLE,halide,standard,3mm,4,speedup_over
DOUBLE,halide,standard,3mm,5,invalid_algorithm
DOUBLE,halide,standard,adi,1,slowdown
DOUBLE,halide,standard,adi,2,slowdown
DOUBLE,halide,standard,adi,3,slowdown
DOUBLE,halide,standard,adi,4,invalid_code
DOUBLE,halide,standard,adi,5,slowdown
DOUBLE,halide,standard,atax,1,slowdown
DOUBLE,halide,standard,atax,2,slowdown
DOUBLE,halide,standard,atax,3,slowdown
DOUBLE,halide,standard,atax,4,slowdown
DOUBLE,halide,standard,atax,5,slowdown
DOUBLE,halide,standard,bicg,1,slowdown
DOUBLE,halide,standard,bicg,2,speedup_under
DOUBLE,halide,standard,bicg,3,slowdown
DOUBLE,halide,standard,bicg,4,slowdown
DOUBLE,halide,standard,bicg,5,slowdown
DOUBLE,halide,standard,cholesky,1,speedup_under
DOUBLE,halide,standard,cholesky,2,invalid_code
DOUBLE,halide,standard,cholesky,3,invalid_code
DOUBLE,halide,standard,cholesky,4,invalid_code
DOUBLE,halide,standard,cholesky,5,invalid_code
DOUBLE,halide,standard,correlation,1,invalid_algorithm
DOUBLE,halide,standard,correlation,2,invalid_algorithm
DOUBLE,halide,standard,correlation,3,invalid_algorithm
DOUBLE,halide,standard,correlation,4,slowdown
DOUBLE,halide,standard,correlation,5,invalid_algorithm
DOUBLE,halide,standard,covariance,1,invalid_code
DOUBLE,halide,standard,covariance,2,slowdown
DOUBLE,halide,standard,covariance,3,invalid_code
DOUBLE,halide,standard,covariance,4,invalid_algorithm
DOUBLE,halide,standard,covariance,5,invalid_code
DOUBLE,halide,standard,deriche,1,slowdown
DOUBLE,halide,standard,deriche,2,invalid_code
DOUBLE,halide,standard,deriche,3,invalid_code
DOUBLE,halide,standard,deriche,4,invalid_code
DOUBLE,halide,standard,deriche,5,invalid_code
DOUBLE,halide,standard,doitgen,1,invalid_code
DOUBLE,halide,standard,doitgen,2,invalid_code
DOUBLE,halide,standard,doitgen,3,slowdown
DOUBLE,halide,standard,doitgen,4,speedup_over
DOUBLE,halide,standard,doitgen,5,speedup_over
DOUBLE,halide,standard,durbin,1,invalid_code
DOUBLE,halide,standard,durbin,2,invalid_code
DOUBLE,halide,standard,durbin,3,invalid_code
DOUBLE,halide,standard,durbin,4,slowdown
DOUBLE,halide,standard,durbin,5,invalid_code
DOUBLE,halide,standard,fdtd-2d,1,slowdown
DOUBLE,halide,standard,fdtd-2d,2,invalid_code
DOUBLE,halide,standard,fdtd-2d,3,slowdown
DOUBLE,halide,standard,fdtd-2d,4,invalid_code
DOUBLE,halide,standard,fdtd-2d,5,slowdown
DOUBLE,halide,standard,gemver,1,slowdown
DOUBLE,halide,standard,gemver,2,invalid_code
DOUBLE,halide,standard,gemver,3,invalid_code
DOUBLE,halide,standard,gemver,4,slowdown
DOUBLE,halide,standard,gemver,5,invalid_code
DOUBLE,halide,standard,gesummv,1,slowdown
DOUBLE,halide,standard,gesummv,2,slowdown
DOUBLE,halide,standard,gesummv,3,slowdown
DOUBLE,halide,standard,gesummv,4,slowdown
DOUBLE,halide,standard,gesummv,5,slowdown
DOUBLE,halide,standard,jacobi-1d,1,invalid_code
DOUBLE,halide,standard,jacobi-1d,2,slowdown
DOUBLE,halide,standard,jacobi-1d,3,invalid_code
DOUBLE,halide,standard,jacobi-1d,4,invalid_code
DOUBLE,halide,standard,jacobi-1d,5,invalid_algorithm
DOUBLE,halide,standard,jacobi-2d,1,invalid_code
DOUBLE,halide,standard,jacobi-2d,2,invalid_code
DOUBLE,halide,standard,jacobi-2d,3,slowdown
DOUBLE,halide,standard,jacobi-2d,4,slowdown
DOUBLE,halide,standard,jacobi-2d,5,slowdown
DOUBLE,halide,standard,lu,1,slowdown
DOUBLE,halide,standard,lu,2,invalid_code
DOUBLE,halide,standard,lu,3,invalid_code
DOUBLE,halide,standard,lu,4,invalid_code
DOUBLE,halide,standard,lu,5,slowdown
DOUBLE,halide,standard,ludcmp,1,invalid_algorithm
DOUBLE,halide,standard,ludcmp,2,invalid_code
DOUBLE,halide,standard,ludcmp,3,slowdown
DOUBLE,halide,standard,ludcmp,4,invalid_algorithm
DOUBLE,halide,standard,ludcmp,5,invalid_code
DOUBLE,halide,standard,mvt,1,slowdown
DOUBLE,halide,standard,mvt,2,slowdown
DOUBLE,halide,standard,mvt,3,slowdown
DOUBLE,halide,standard,mvt,4,slowdown
DOUBLE,halide,standard,mvt,5,slowdown
DOUBLE,halide,standard,nussinov,1,invalid_code
DOUBLE,halide,standard,nussinov,2,invalid_code
DOUBLE,halide,standard,nussinov,3,slowdown
DOUBLE,halide,standard,nussinov,4,slowdown
DOUBLE,halide,standard,nussinov,5,invalid_code
DOUBLE,halide,standard,seidel-2d,1,speedup_over
DOUBLE,halide,standard,seidel-2d,2,invalid_code
DOUBLE,halide,standard,seidel-2d,3,speedup_over
DOUBLE,halide,standard,seidel-2d,4,invalid_code
DOUBLE,halide,standard,seidel-2d,5,invalid_algorithm
DOUBLE,halide,standard,symm,1,slowdown
DOUBLE,halide,standard,symm,2,speedup_under
DOUBLE,halide,standard,symm,3,slowdown
DOUBLE,halide,standard,symm,4,slowdown
DOUBLE,halide,standard,symm,5,speedup_under
DOUBLE,halide,standard,syr2k,1,invalid_code
DOUBLE,halide,standard,syr2k,2,slowdown
DOUBLE,halide,standard,syr2k,3,slowdown
DOUBLE,halide,standard,syr2k,4,slowdown
DOUBLE,halide,standard,syr2k,5,slowdown
DOUBLE,halide,standard,syrk,1,slowdown
DOUBLE,halide,standard,syrk,2,slowdown
DOUBLE,halide,standard,syrk,3,slowdown
DOUBLE,halide,standard,syrk,4,slowdown
DOUBLE,halide,standard,syrk,5,slowdown
DOUBLE,halide,standard,trisolv,1,invalid_code
DOUBLE,halide,standard,trisolv,2,slowdown
DOUBLE,halide,standard,trisolv,3,slowdown
DOUBLE,halide,standard,trisolv,4,invalid_code
DOUBLE,halide,standard,trisolv,5,invalid_code
DOUBLE,halide,standard,trmm,1,slowdown
DOUBLE,halide,standard,trmm,2,invalid_code
DOUBLE,halide,standard,trmm,3,invalid_code
DOUBLE,halide,standard,trmm,4,slowdown
DOUBLE,halide,standard,trmm,5,speedup_over
DOUBLE,noarr,AllHints,3mm,1,speedup_over
DOUBLE,noarr,AllHints,3mm,2,speedup_over
DOUBLE,noarr,AllHints,3mm,3,speedup_over
DOUBLE,noarr,AllHints,3mm,4,speedup_over
DOUBLE,noarr,AllHints,3mm,5,speedup_over
DOUBLE,noarr,AllHints,adi,1,speedup_over
DOUBLE,noarr,AllHints,adi,2,speedup_over
DOUBLE,noarr,AllHints,adi,3,speedup_over
DOUBLE,noarr,AllHints,adi,4,speedup_over
DOUBLE,noarr,AllHints,adi,5,slowdown
DOUBLE,noarr,AllHints,atax,1,speedup_over
DOUBLE,noarr,AllHints,atax,2,speedup_over
DOUBLE,noarr,AllHints,atax,3,slowdown
DOUBLE,noarr,AllHints,atax,4,speedup_over
DOUBLE,noarr,AllHints,atax,5,slowdown
DOUBLE,noarr,AllHints,bicg,1,speedup_over
DOUBLE,noarr,AllHints,bicg,2,slowdown
DOUBLE,noarr,AllHints,bicg,3,speedup_over
DOUBLE,noarr,AllHints,bicg,4,speedup_over
DOUBLE,noarr,AllHints,bicg,5,speedup_over
DOUBLE,noarr,AllHints,cholesky,1,invalid_code
DOUBLE,noarr,AllHints,cholesky,2,invalid_code
DOUBLE,noarr,AllHints,cholesky,3,invalid_code
DOUBLE,noarr,AllHints,cholesky,4,invalid_code
DOUBLE,noarr,AllHints,cholesky,5,invalid_code
DOUBLE,noarr,AllHints,correlation,1,speedup_over
DOUBLE,noarr,AllHints,correlation,2,speedup_over
DOUBLE,noarr,AllHints,correlation,3,speedup_under
DOUBLE,noarr,AllHints,correlation,4,speedup_under
DOUBLE,noarr,AllHints,correlation,5,speedup_over
DOUBLE,noarr,AllHints,covariance,1,speedup_over
DOUBLE,noarr,AllHints,covariance,2,speedup_over
DOUBLE,noarr,AllHints,covariance,3,speedup_over
DOUBLE,noarr,AllHints,covariance,4,speedup_over
DOUBLE,noarr,AllHints,covariance,5,slowdown
DOUBLE,noarr,AllHints,deriche,1,speedup_over
DOUBLE,noarr,AllHints,deriche,2,speedup_over
DOUBLE,noarr,AllHints,deriche,3,speedup_over
DOUBLE,noarr,AllHints,deriche,4,invalid_algorithm
DOUBLE,noarr,AllHints,deriche,5,invalid_algorithm
DOUBLE,noarr,AllHints,doitgen,1,speedup_over
DOUBLE,noarr,AllHints,doitgen,2,speedup_over
DOUBLE,noarr,AllHints,doitgen,3,speedup_over
DOUBLE,noarr,AllHints,doitgen,4,speedup_over
DOUBLE,noarr,AllHints,doitgen,5,speedup_over
DOUBLE,noarr,AllHints,durbin,1,speedup_over
DOUBLE,noarr,AllHints,durbin,2,slowdown
DOUBLE,noarr,AllHints,durbin,3,speedup_over
DOUBLE,noarr,AllHints,durbin,4,speedup_over
DOUBLE,noarr,AllHints,durbin,5,speedup_over
DOUBLE,noarr,AllHints,fdtd-2d,1,slowdown
DOUBLE,noarr,AllHints,fdtd-2d,2,invalid_code
DOUBLE,noarr,AllHints,fdtd-2d,3,invalid_code
DOUBLE,noarr,AllHints,fdtd-2d,4,slowdown
DOUBLE,noarr,AllHints,fdtd-2d,5,speedup_under
DOUBLE,noarr,AllHints,gemver,1,speedup_over
DOUBLE,noarr,AllHints,gemver,2,slowdown
DOUBLE,noarr,AllHints,gemver,3,slowdown
DOUBLE,noarr,AllHints,gemver,4,speedup_over
DOUBLE,noarr,AllHints,gemver,5,slowdown
DOUBLE,noarr,AllHints,gesummv,1,speedup_over
DOUBLE,noarr,AllHints,gesummv,2,speedup_over
DOUBLE,noarr,AllHints,gesummv,3,speedup_over
DOUBLE,noarr,AllHints,gesummv,4,speedup_over
DOUBLE,noarr,AllHints,gesummv,5,slowdown
DOUBLE,noarr,AllHints,gramschmidt,1,invalid_algorithm
DOUBLE,noarr,AllHints,gramschmidt,2,invalid_algorithm
DOUBLE,noarr,AllHints,gramschmidt,3,invalid_algorithm
DOUBLE,noarr,AllHints,gramschmidt,4,invalid_algorithm
