framework,version,algorithm,repetition,category
halide,Naive,gramschmidt,2,invalid_code
halide,Naive,gramschmidt,3,invalid_code
halide,Naive,gramschmidt,4,invalid_code
halide,Naive,gramschmidt,5,invalid_code
halide,Naive,heat-3d,1,speedup_over
halide,Naive,heat-3d,2,speedup_over
halide,Naive,heat-3d,3,speedup_over
halide,Naive,heat-3d,4,invalid_code
halide,Naive,heat-3d,5,speedup_over
halide,Naive,jacobi-1d,1,invalid_algorithm
halide,Naive,jacobi-1d,2,invalid_code
halide,Naive,jacobi-1d,3,invalid_algorithm
halide,Naive,jacobi-1d,4,invalid_algorithm
halide,Naive,jacobi-1d,5,invalid_algorithm
halide,Naive,jacobi-2d,1,invalid_algorithm
halide,Naive,jacobi-2d,2,invalid_code
halide,Naive,jacobi-2d,3,invalid_algorithm
halide,Naive,jacobi-2d,4,invalid_algorithm
halide,Naive,jacobi-2d,5,invalid_algorithm
halide,Naive,lu,1,invalid_code
halide,Naive,lu,2,invalid_code
halide,Naive,lu,3,invalid_code
halide,Naive,lu,4,invalid_code
halide,Naive,lu,5,invalid_code
halide,Naive,ludcmp,1,invalid_code
halide,Naive,ludcmp,2,invalid_code
halide,Naive,ludcmp,3,slowdown
halide,Naive,ludcmp,4,invalid_code
halide,Naive,ludcmp,5,invalid_code
halide,Naive,mvt,1,invalid_code
halide,Naive,mvt,2,speedup_over
halide,Naive,mvt,3,speedup_over
halide,Naive,mvt,4,invalid_code
halide,Naive,mvt,5,invalid_code
halide,Naive,nussinov,1,invalid_code
halide,Naive,nussinov,2,invalid_code
halide,Naive,nussinov,3,invalid_code
halide,Naive,nussinov,4,invalid_code
halide,Naive,nussinov,5,invalid_code
halide,Naive,seidel-2d,1,invalid_algorithm
halide,Naive,seidel-2d,2,invalid_algorithm
halide,Naive,seidel-2d,3,invalid_code
halide,Naive,seidel-2d,4,invalid_code
halide,Naive,seidel-2d,5,invalid_algorithm
halide,Naive,symm,1,invalid_code
halide,Naive,symm,2,invalid_code
halide,Naive,symm,3,invalid_algorithm
halide,Naive,symm,4,invalid_code
halide,Naive,symm,5,invalid_code
halide,Naive,syr2k,1,invalid_code
halide,Naive,syr2k,2,invalid_algorithm
halide,Naive,syr2k,3,invalid_code
halide,Naive,syr2k,4,invalid_algorithm
halide,Naive,syr2k,5,invalid_code
halide,Naive,syrk,1,invalid_algorithm
halide,Naive,syrk,2,invalid_algorithm
halide,Naive,syrk,3,invalid_code
halide,Naive,syrk,4,invalid_code
halide,Naive,syrk,5,invalid_algorithm
halide,Naive,trisolv,1,invalid_code
halide,Naive,trisolv,2,invalid_code
halide,Naive,trisolv,3,invalid_code
halide,Naive,trisolv,4,invalid_code
halide,Naive,trisolv,5,slowdown
halide,Naive,trmm,1,invalid_code
halide,Naive,trmm,2,invalid_code
halide,Naive,trmm,3,invalid_code
halide,Naive,trmm,4,invalid_code
halide,Naive,trmm,5,invalid_code
halide,standard,2mm,1,slowdown
halide,standard,2mm,2,speedup_over
halide,standard,2mm,3,slowdown
halide,standard,2mm,4,invalid_algorithm
halide,standard,2mm,5,invalid_algorithm
halide,standard,3mm,1,invalid_algorithm
halide,standard,3mm,2,invalid_algorithm
halide,standard,3mm,3,speedup_over
halide,standard,3mm,4,speedup_over
halide,standard,3mm,5,invalid_algorithm
halide,standard,adi,1,speedup_over
halide,standard,adi,2,speedup_over
halide,standard,adi,3,speedup_over
halide,standard,adi,4,invalid_code
halide,standard,adi,5,speedup_over
halide,standard,atax,1,slowdown
halide,standard,atax,2,slowdown
halide,standard,atax,3,slowdown
halide,standard,atax,4,slowdown
halide,standard,atax,5,slowdown
halide,standard,bicg,1,slowdown
halide,standard,bicg,2,slowdown
halide,standard,bicg,3,slowdown
halide,standard,bicg,4,slowdown
halide,standard,bicg,5,slowdown
halide,standard,cholesky,1,speedup_under
halide,standard,cholesky,2,invalid_code
halide,standard,cholesky,3,invalid_code
halide,standard,cholesky,4,invalid_code
halide,standard,cholesky,5,invalid_code
halide,standard,correlation,1,invalid_algorithm
halide,standard,correlation,2,invalid_algorithm
halide,standard,correlation,3,invalid_algorithm
halide,standard,correlation,4,slowdown
halide,standard,correlation,5,invalid_algorithm
halide,standard,covariance,1,invalid_code
halide,standard,covariance,2,slowdown
halide,standard,covariance,3,invalid_code
halide,standard,covariance,4,invalid_algorithm
halide,standard,covariance,5,invalid_code
halide,standard,deriche,1,slowdown
halide,standard,deriche,2,invalid_code
halide,standard,deriche,3,invalid_code
halide,standard,deriche,4,invalid_code
halide,standard,deriche,5,invalid_code
halide,standard,doitgen,1,invalid_code
halide,standard,doitgen,2,invalid_code
halide,standard,doitgen,3,slowdown
halide,standard,doitgen,4,speedup_over
halide,standard,doitgen,5,speedup_over
halide,standard,durbin,1,invalid_code
halide,standard,durbin,2,invalid_code
halide,standard,durbin,3,invalid_code
halide,standard,durbin,4,slowdown
halide,standard,durbin,5,invalid_code
halide,standard,fdtd-2d,1,slowdown
halide,standard,fdtd-2d,2,invalid_code
halide,standard,fdtd-2d,3,slowdown
halide,standard,fdtd-2d,4,invalid_code
halide,standard,fdtd-2d,5,slowdown
halide,standard,floyd-warshall,1,slowdown
halide,standard,floyd-warshall,2,slowdown
halide,standard,floyd-warshall,3,slowdown
halide,standard,floyd-warshall,4,slowdown
halide,standard,floyd-warshall,5,invalid_code
halide,standard,gemm,1,invalid_code
halide,standard,gemm,2,slowdown
halide,standard,gemm,3,slowdown
halide,standard,gemm,4,slowdown
halide,standard,gemm,5,invalid_code
halide,standard,gemver,1,slowdown
halide,standard,gemver,2,invalid_code
halide,standard,gemver,3,invalid_code
halide,standard,gemver,4,slowdown
halide,standard,gemver,5,invalid_code
halide,standard,gesummv,1,slowdown
halide,standard,gesummv,2,slowdown
halide,standard,gesummv,3,slowdown
halide,standard,gesummv,4,slowdown
halide,standard,gesummv,5,slowdown
halide,standard,heat-3d,1,slowdown
halide,standard,heat-3d,2,slowdown
halide,standard,heat-3d,3,slowdown
halide,standard,heat-3d,4,slowdown
halide,standard,heat-3d,5,invalid_code
halide,standard,jacobi-1d,1,invalid_code
halide,standard,jacobi-1d,2,slowdown
halide,standard,jacobi-1d,3,invalid_code
halide,standard,jacobi-1d,4,invalid_code
halide,standard,jacobi-1d,5,invalid_algorithm
halide,standard,jacobi-2d,1,invalid_code
halide,standard,jacobi-2d,2,invalid_code
halide,standard,jacobi-2d,3,slowdown
halide,standard,jacobi-2d,4,slowdown
halide,standard,jacobi-2d,5,slowdown
halide,standard,lu,1,slowdown
halide,standard,lu,2,invalid_code
halide,standard,lu,3,invalid_code
halide,standard,lu,4,invalid_code
halide,standard,lu,5,slowdown
halide,standard,ludcmp,1,invalid_algorithm
halide,standard,ludcmp,2,invalid_code
halide,standard,ludcmp,3,slowdown
halide,standard,ludcmp,4,invalid_algorithm
halide,standard,ludcmp,5,invalid_code
halide,standard,mvt,1,slowdown
halide,standard,mvt,2,speedup_over
halide,standard,mvt,3,slowdown
halide,standard,mvt,4,slowdown
halide,standard,mvt,5,slowdown
halide,standard,nussinov,1,invalid_code
halide,standard,nussinov,2,invalid_code
halide,standard,nussinov,3,slowdown
halide,standard,nussinov,4,slowdown
halide,standard,nussinov,5,invalid_code
halide,standard,seidel-2d,1,speedup_over
halide,standard,seidel-2d,2,invalid_code
halide,standard,seidel-2d,3,speedup_over
halide,standard,seidel-2d,4,invalid_code
halide,standard,seidel-2d,5,invalid_algorithm
halide,standard,symm,1,slowdown
halide,standard,symm,2,speedup_over
halide,standard,symm,3,slowdown
halide,standard,symm,4,slowdown
halide,standard,symm,5,speedup_over
halide,standard,syr2k,1,invalid_code
halide,standard,syr2k,2,speedup_over
halide,standard,syr2k,3,speedup_over
halide,standard,syr2k,4,speedup_over
halide,standard,syr2k,5,speedup_over
halide,standard,syrk,1,speedup_over
halide,standard,syrk,2,speedup_over
halide,standard,syrk,3,speedup_over
halide,standard,syrk,4,speedup_over
halide,standard,syrk,5,slowdown
halide,standard,trisolv,1,invalid_code
halide,standard,trisolv,2,slowdown
halide,standard,trisolv,3,slowdown
halide,standard,trisolv,4,invalid_code
halide,standard,trisolv,5,invalid_code
halide,standard,trmm,1,slowdown
halide,standard,trmm,2,invalid_code
halide,standard,trmm,3,invalid_code
halide,standard,trmm,4,slowdown
halide,standard,trmm,5,speedup_over
noarr,AllHints,2mm,1,speedup_over
noarr,AllHints,2mm,2,speedup_over
noarr,AllHints,2mm,3,speedup_over
noarr,AllHints,2mm,4,speedup_over
noarr,AllHints,2mm,5,speedup_over
noarr,AllHints,3mm,1,speedup_over
noarr,AllHints,3mm,2,speedup_over
noarr,AllHints,3mm,3,speedup_over
noarr,AllHints,3mm,4,speedup_over
noarr,AllHints,3mm,5,slowdown
noarr,AllHints,adi,1,speedup_over
noarr,AllHints,adi,2,speedup_over
noarr,AllHints,adi,3,speedup_over
noarr,AllHints,adi,4,speedup_over
noarr,AllHints,adi,5,speedup_over
noarr,AllHints,atax,1,slowdown
noarr,AllHints,atax,2,slowdown
noarr,AllHints,atax,3,speedup_over
noarr,AllHints,atax,4,slowdown
noarr,AllHints,atax,5,speedup_under
noarr,AllHints,bicg,1,slowdown
noarr,AllHints,bicg,2,slowdown
noarr,AllHints,bicg,3,slowdown
noarr,AllHints,bicg,4,slowdown
noarr,AllHints,bicg,5,slowdown
noarr,AllHints,cholesky,1,invalid_code
noarr,AllHints,cholesky,2,invalid_code
noarr,AllHints,cholesky,3,invalid_code
noarr,AllHints,cholesky,4,invalid_code
noarr,AllHints,cholesky,5,invalid_code
noarr,AllHints,correlation,1,slowdown
noarr,AllHints,correlation,2,slowdown
noarr,AllHints,correlation,3,slowdown
noarr,AllHints,correlation,4,slowdown
noarr,AllHints,correlation,5,slowdown
noarr,AllHints,covariance,1,speedup_over
noarr,AllHints,covariance,2,slowdown
noarr,AllHints,covariance,3,speedup_over
noarr,AllHints,covariance,4,speedup_over
noarr,AllHints,covariance,5,slowdown
noarr,AllHints,deriche,1,speedup_over
noarr,AllHints,deriche,2,speedup_over
noarr,AllHints,deriche,3,slowdown
noarr,AllHints,deriche,4,invalid_code
noarr,AllHints,deriche,5,invalid_code
noarr,AllHints,doitgen,1,speedup_over
noarr,AllHints,doitgen,2,speedup_over
noarr,AllHints,doitgen,3,speedup_over
noarr,AllHints,doitgen,4,speedup_over
noarr,AllHints,doitgen,5,speedup_over
noarr,AllHints,durbin,1,slowdown
noarr,AllHints,durbin,2,slowdown
noarr,AllHints,durbin,3,slowdown
noarr,AllHints,durbin,4,speedup_under
noarr,AllHints,durbin,5,slowdown
noarr,AllHints,fdtd-2d,1,speedup_over
noarr,AllHints,fdtd-2d,2,invalid_code
noarr,AllHints,fdtd-2d,3,invalid_code
noarr,AllHints,fdtd-2d,4,speedup_over
noarr,AllHints,fdtd-2d,5,speedup_under
noarr,AllHints,floyd-warshall,1,speedup_over
noarr,AllHints,floyd-warshall,2,speedup_over
noarr,AllHints,floyd-warshall,3,speedup_over
noarr,AllHints,floyd-warshall,4,speedup_over
noarr,AllHints,floyd-warshall,5,speedup_over
noarr,AllHints,gemm,1,invalid_code
noarr,AllHints,gemm,2,slowdown
noarr,AllHints,gemm,3,slowdown
noarr,AllHints,gemm,4,speedup_over
noarr,AllHints,gemm,5,speedup_over
noarr,AllHints,gemver,1,speedup_over
noarr,AllHints,gemver,2,speedup_over
noarr,AllHints,gemver,3,speedup_over
noarr,AllHints,gemver,4,speedup_under
noarr,AllHints,gemver,5,speedup_over
noarr,AllHints,gesummv,1,slowdown
noarr,AllHints,gesummv,2,speedup_over
noarr,AllHints,gesummv,3,slowdown
noarr,AllHints,gesummv,4,slowdown
noarr,AllHints,gesummv,5,speedup_over
noarr,AllHints,gramschmidt,1,invalid_code
noarr,AllHints,gramschmidt,2,invalid_code
noarr,AllHints,gramschmidt,3,invalid_code
noarr,AllHints,gramschmidt,4,invalid_code
noarr,AllHints,gramschmidt,5,invalid_code
noarr,AllHints,heat-3d,1,invalid_code
noarr,AllHints,heat-3d,2,speedup_over
noarr,AllHints,heat-3d,3,speedup_over
noarr,AllHints,heat-3d,4,speedup_over
noarr,AllHints,heat-3d,5,speedup_over
noarr,AllHints,jacobi-1d,1,slowdown
noarr,AllHints,jacobi-1d,2,speedup_over
noarr,AllHints,jacobi-1d,3,speedup_over
noarr,AllHints,jacobi-1d,4,slowdown
noarr,AllHints,jacobi-1d,5,speedup_over
noarr,AllHints,jacobi-2d,1,speedup_over
noarr,AllHints,jacobi-2d,2,speedup_over
noarr,AllHints,jacobi-2d,3,speedup_over
noarr,AllHints,jacobi-2d,4,speedup_over
noarr,AllHints,jacobi-2d,5,speedup_over
noarr,AllHints,lu,1,speedup_under
noarr,AllHints,lu,2,speedup_under
noarr,AllHints,lu,3,speedup_over
noarr,AllHints,lu,4,speedup_under
noarr,AllHints,lu,5,speedup_over
noarr,AllHints,ludcmp,1,slowdown
noarr,AllHints,ludcmp,2,speedup_under
noarr,AllHints,ludcmp,3,slowdown
noarr,AllHints,ludcmp,4,slowdown
noarr,AllHints,ludcmp,5,slowdown
noarr,AllHints,mvt,1,speedup_over
noarr,AllHints,mvt,2,speedup_over
noarr,AllHints,mvt,3,speedup_over
noarr,AllHints,mvt,4,speedup_over
noarr,AllHints,mvt,5,speedup_over
noarr,AllHints,nussinov,1,invalid_code
noarr,AllHints,nussinov,2,invalid_code
noarr,AllHints,nussinov,3,invalid_code
noarr,AllHints,nussinov,4,invalid_code
noarr,AllHints,nussinov,5,invalid_code
noarr,AllHints,seidel-2d,1,slowdown
noarr,AllHints,seidel-2d,2,slowdown
noarr,AllHints,seidel-2d,3,slowdown
noarr,AllHints,seidel-2d,4,speedup_under
noarr,AllHints,seidel-2d,5,speedup_under
noarr,AllHints,symm,1,speedup_over
noarr,AllHints,symm,2,speedup_over
noarr,AllHints,symm,3,speedup_over
noarr,AllHints,symm,4,speedup_over
noarr,AllHints,symm,5,speedup_over
noarr,AllHints,syr2k,1,speedup_over
noarr,AllHints,syr2k,2,speedup_over
noarr,AllHints,syr2k,3,speedup_over
noarr,AllHints,syr2k,4,speedup_over
noarr,AllHints,syr2k,5,speedup_over
noarr,AllHints,syrk,1,speedup_over
noarr,AllHints,syrk,2,slowdown
noarr,AllHints,syrk,3,speedup_over
noarr,AllHints,syrk,4,speedup_over
noarr,AllHints,syrk,5,speedup_over
noarr,AllHints,trisolv,1,speedup_under
noarr,AllHints,trisolv,2,speedup_under
noarr,AllHints,trisolv,3,speedup_under
noarr,AllHints,trisolv,4,speedup_under
noarr,AllHints,trisolv,5,speedup_under
noarr,AllHints,trmm,1,speedup_over
noarr,AllHints,trmm,2,invalid_code
noarr,AllHints,trmm,3,speedup_over
noarr,AllHints,trmm,4,speedup_over
noarr,AllHints,trmm,5,speedup_over
noarr,ChooseHints,2mm,1,speedup_over
noarr,ChooseHints,2mm,2,speedup_over
noarr,ChooseHints,2mm,3,speedup_over
noarr,ChooseHints,2mm,4,speedup_over
noarr,ChooseHints,2mm,5,speedup_over
noarr,ChooseHints,3mm,1,speedup_over
noarr,ChooseHints,3mm,2,speedup_over
noarr,ChooseHints,3mm,3,speedup_under
noarr,ChooseHints,3mm,4,speedup_over
noarr,ChooseHints,3mm,5,speedup_over
noarr,ChooseHints,adi,1,speedup_over
noarr,ChooseHints,adi,2,speedup_over
noarr,ChooseHints,adi,3,speedup_over
noarr,ChooseHints,adi,4,speedup_over
noarr,ChooseHints,adi,5,speedup_over
noarr,ChooseHints,atax,1,slowdown
noarr,ChooseHints,atax,2,slowdown
noarr,ChooseHints,atax,3,slowdown
noarr,ChooseHints,atax,4,slowdown
noarr,ChooseHints,atax,5,slowdown
noarr,ChooseHints,bicg,1,slowdown
noarr,ChooseHints,bicg,2,slowdown
noarr,ChooseHints,bicg,3,slowdown
noarr,ChooseHints,bicg,4,slowdown
noarr,ChooseHints,bicg,5,slowdown
noarr,ChooseHints,cholesky,1,invalid_code
noarr,ChooseHints,cholesky,2,invalid_code
noarr,ChooseHints,cholesky,3,invalid_code
noarr,ChooseHints,cholesky,4,invalid_code
noarr,ChooseHints,cholesky,5,invalid_code
noarr,ChooseHints,correlation,1,slowdown
noarr,ChooseHints,correlation,2,slowdown
noarr,ChooseHints,correlation,3,slowdown
noarr,ChooseHints,correlation,4,speedup_over
noarr,ChooseHints,correlation,5,slowdown
noarr,ChooseHints,covariance,1,speedup_over
noarr,ChooseHints,covariance,2,speedup_over
noarr,ChooseHints,covariance,3,slowdown
noarr,ChooseHints,covariance,4,speedup_over
noarr,ChooseHints,covariance,5,speedup_over
noarr,ChooseHints,deriche,1,invalid_code
noarr,ChooseHints,deriche,2,slowdown
noarr,ChooseHints,deriche,3,invalid_code
noarr,ChooseHints,deriche,4,speedup_over
noarr,ChooseHints,deriche,5,speedup_over
noarr,ChooseHints,doitgen,1,speedup_over
noarr,ChooseHints,doitgen,2,speedup_over
noarr,ChooseHints,doitgen,3,speedup_over
noarr,ChooseHints,doitgen,4,speedup_over
noarr,ChooseHints,doitgen,5,speedup_over
noarr,ChooseHints,durbin,1,slowdown
noarr,ChooseHints,durbin,2,slowdown
noarr,ChooseHints,durbin,3,slowdown
noarr,ChooseHints,durbin,4,slowdown
noarr,ChooseHints,durbin,5,slowdown
noarr,ChooseHints,fdtd-2d,1,speedup_over
noarr,ChooseHints,fdtd-2d,2,invalid_code
noarr,ChooseHints,fdtd-2d,3,speedup_over
noarr,ChooseHints,fdtd-2d,4,invalid_code
noarr,ChooseHints,fdtd-2d,5,speedup_over
noarr,ChooseHints,floyd-warshall,1,slowdown
noarr,ChooseHints,floyd-warshall,2,speedup_over
noarr,ChooseHints,floyd-warshall,3,speedup_over
noarr,ChooseHints,floyd-warshall,4,slowdown
noarr,ChooseHints,floyd-warshall,5,speedup_over
noarr,ChooseHints,gemm,1,slowdown
noarr,ChooseHints,gemm,2,speedup_over
noarr,ChooseHints,gemm,3,speedup_over
noarr,ChooseHints,gemm,4,speedup_over
noarr,ChooseHints,gemm,5,speedup_over
noarr,ChooseHints,gemver,1,speedup_over
noarr,ChooseHints,gemver,2,speedup_over
noarr,ChooseHints,gemver,3,speedup_over
noarr,ChooseHints,gemver,4,speedup_over
noarr,ChooseHints,gemver,5,speedup_under
noarr,ChooseHints,gesummv,1,speedup_over
noarr,ChooseHints,gesummv,2,slowdown
noarr,ChooseHints,gesummv,3,speedup_over
noarr,ChooseHints,gesummv,4,speedup_over
noarr,ChooseHints,gesummv,5,slowdown
noarr,ChooseHints,gramschmidt,1,invalid_code
noarr,ChooseHints,gramschmidt,2,invalid_code
noarr,ChooseHints,gramschmidt,3,invalid_code
noarr,ChooseHints,gramschmidt,4,invalid_code
noarr,ChooseHints,gramschmidt,5,invalid_code
noarr,ChooseHints,heat-3d,1,speedup_over
noarr,ChooseHints,heat-3d,2,speedup_over
noarr,ChooseHints,heat-3d,3,speedup_over
noarr,ChooseHints,heat-3d,4,speedup_over
noarr,ChooseHints,heat-3d,5,speedup_over
noarr,ChooseHints,jacobi-1d,1,slowdown
noarr,ChooseHints,jacobi-1d,2,slowdown
noarr,ChooseHints,jacobi-1d,3,slowdown
noarr,ChooseHints,jacobi-1d,4,slowdown
noarr,ChooseHints,jacobi-1d,5,slowdown
noarr,ChooseHints,jacobi-2d,1,speedup_over
noarr,ChooseHints,jacobi-2d,2,speedup_over
noarr,ChooseHints,jacobi-2d,3,speedup_over
noarr,ChooseHints,jacobi-2d,4,speedup_over
noarr,ChooseHints,jacobi-2d,5,speedup_over
noarr,ChooseHints,lu,1,speedup_under
noarr,ChooseHints,lu,2,speedup_under
noarr,ChooseHints,lu,3,speedup_under
noarr,ChooseHints,lu,4,invalid_code
noarr,ChooseHints,lu,5,speedup_under
noarr,ChooseHints,ludcmp,1,slowdown
noarr,ChooseHints,ludcmp,2,slowdown
noarr,ChooseHints,ludcmp,3,slowdown
noarr,ChooseHints,ludcmp,4,slowdown
noarr,ChooseHints,ludcmp,5,slowdown
noarr,ChooseHints,mvt,1,speedup_over
noarr,ChooseHints,mvt,2,speedup_over
noarr,ChooseHints,mvt,3,speedup_over
noarr,ChooseHints,mvt,4,speedup_over
noarr,ChooseHints,mvt,5,speedup_over
noarr,ChooseHints,nussinov,1,invalid_code
noarr,ChooseHints,nussinov,2,invalid_code
noarr,ChooseHints,nussinov,3,invalid_code
noarr,ChooseHints,nussinov,4,invalid_code
noarr,ChooseHints,nussinov,5,invalid_code
noarr,ChooseHints,seidel-2d,1,speedup_under
noarr,ChooseHints,seidel-2d,2,speedup_under
noarr,ChooseHints,seidel-2d,3,slowdown
noarr,ChooseHints,seidel-2d,4,slowdown
noarr,ChooseHints,seidel-2d,5,speedup_under
noarr,ChooseHints,symm,1,speedup_over
noarr,ChooseHints,symm,2,speedup_over
noarr,ChooseHints,symm,3,speedup_over
noarr,ChooseHints,symm,4,invalid_code
noarr,ChooseHints,symm,5,speedup_over
noarr,ChooseHints,syr2k,1,speedup_over
noarr,ChooseHints,syr2k,2,slowdown
noarr,ChooseHints,syr2k,3,speedup_over
noarr,ChooseHints,syr2k,4,speedup_over
noarr,ChooseHints,syr2k,5,speedup_over
noarr,ChooseHints,syrk,1,speedup_over
noarr,ChooseHints,syrk,2,speedup_over
noarr,ChooseHints,syrk,3,speedup_over
noarr,ChooseHints,syrk,4,slowdown
noarr,ChooseHints,syrk,5,invalid_code
noarr,ChooseHints,trisolv,1,speedup_under
noarr,ChooseHints,trisolv,2,speedup_under
noarr,ChooseHints,trisolv,3,speedup_under
noarr,ChooseHints,trisolv,4,speedup_under
noarr,ChooseHints,trisolv,5,speedup_under
noarr,ChooseHints,trmm,1,speedup_over
noarr,ChooseHints,trmm,2,speedup_over
noarr,ChooseHints,trmm,3,speedup_over
noarr,ChooseHints,trmm,4,speedup_over
noarr,ChooseHints,trmm,5,speedup_over
noarr,FromPlan,2mm,1,speedup_over
noarr,FromPlan,2mm,2,slowdown
noarr,FromPlan,2mm,3,slowdown
noarr,FromPlan,2mm,4,speedup_over
noarr,FromPlan,2mm,5,speedup_over
noarr,FromPlan,3mm,1,speedup_over
noarr,FromPlan,3mm,2,speedup_over
noarr,FromPlan,3mm,3,speedup_over
noarr,FromPlan,3mm,4,speedup_over
noarr,FromPlan,3mm,5,speedup_over
noarr,FromPlan,adi,1,speedup_over
noarr,FromPlan,adi,2,speedup_over
noarr,FromPlan,adi,3,speedup_over
noarr,FromPlan,adi,4,speedup_over
noarr,FromPlan,adi,5,speedup_over
noarr,FromPlan,atax,1,invalid_code
noarr,FromPlan,atax,2,slowdown
noarr,FromPlan,atax,3,invalid_code
noarr,FromPlan,atax,4,slowdown
noarr,FromPlan,atax,5,invalid_code
noarr,FromPlan,bicg,1,invalid_code
noarr,FromPlan,bicg,2,slowdown
noarr,FromPlan,bicg,3,invalid_code
noarr,FromPlan,bicg,4,invalid_code
noarr,FromPlan,bicg,5,slowdown
noarr,FromPlan,cholesky,1,invalid_code
noarr,FromPlan,cholesky,2,invalid_code
noarr,FromPlan,cholesky,3,invalid_code
noarr,FromPlan,cholesky,4,invalid_code
noarr,FromPlan,cholesky,5,invalid_code
noarr,FromPlan,correlation,1,speedup_over
noarr,FromPlan,correlation,2,speedup_over
noarr,FromPlan,correlation,3,speedup_over
noarr,FromPlan,correlation,4,speedup_over
noarr,FromPlan,correlation,5,speedup_over
noarr,FromPlan,covariance,1,speedup_over
noarr,FromPlan,covariance,2,speedup_over
noarr,FromPlan,covariance,3,invalid_code
noarr,FromPlan,covariance,4,slowdown
noarr,FromPlan,covariance,5,speedup_over
noarr,FromPlan,deriche,1,slowdown
noarr,FromPlan,deriche,2,speedup_over
noarr,FromPlan,deriche,3,slowdown
noarr,FromPlan,deriche,4,slowdown
noarr,FromPlan,deriche,5,slowdown
noarr,FromPlan,doitgen,1,speedup_over
noarr,FromPlan,doitgen,2,speedup_over
noarr,FromPlan,doitgen,3,speedup_over
noarr,FromPlan,doitgen,4,speedup_over
noarr,FromPlan,doitgen,5,speedup_over
noarr,FromPlan,durbin,1,slowdown
noarr,FromPlan,durbin,2,slowdown
noarr,FromPlan,durbin,3,slowdown
noarr,FromPlan,durbin,4,slowdown
noarr,FromPlan,durbin,5,slowdown
noarr,FromPlan,fdtd-2d,1,invalid_code
noarr,FromPlan,fdtd-2d,2,slowdown
noarr,FromPlan,fdtd-2d,3,speedup_over
noarr,FromPlan,fdtd-2d,4,invalid_code
noarr,FromPlan,fdtd-2d,5,slowdown
noarr,FromPlan,floyd-warshall,1,speedup_over
noarr,FromPlan,floyd-warshall,2,speedup_over
noarr,FromPlan,floyd-warshall,3,slowdown
noarr,FromPlan,floyd-warshall,4,speedup_over
noarr,FromPlan,floyd-warshall,5,invalid_algorithm
noarr,FromPlan,gemm,1,slowdown
noarr,FromPlan,gemm,2,slowdown
noarr,FromPlan,gemm,3,speedup_over
noarr,FromPlan,gemm,4,speedup_over
noarr,FromPlan,gemm,5,speedup_over
noarr,FromPlan,gemver,1,speedup_under
noarr,FromPlan,gemver,2,speedup_over
noarr,FromPlan,gemver,3,speedup_over
noarr,FromPlan,gemver,4,speedup_over
noarr,FromPlan,gemver,5,invalid_code
noarr,FromPlan,gesummv,1,slowdown
noarr,FromPlan,gesummv,2,invalid_code
noarr,FromPlan,gesummv,3,slowdown
noarr,FromPlan,gesummv,4,slowdown
noarr,FromPlan,gesummv,5,invalid_code
noarr,FromPlan,gramschmidt,1,invalid_code
noarr,FromPlan,gramschmidt,2,invalid_code
noarr,FromPlan,gramschmidt,3,invalid_code
noarr,FromPlan,gramschmidt,4,invalid_code
noarr,FromPlan,gramschmidt,5,invalid_code
noarr,FromPlan,heat-3d,1,slowdown
noarr,FromPlan,heat-3d,2,slowdown
noarr,FromPlan,heat-3d,3,speedup_over
noarr,FromPlan,heat-3d,4,slowdown
noarr,FromPlan,heat-3d,5,slowdown
noarr,FromPlan,jacobi-1d,1,speedup_over
noarr,FromPlan,jacobi-1d,2,speedup_over
noarr,FromPlan,jacobi-1d,3,slowdown
noarr,FromPlan,jacobi-1d,4,speedup_under
noarr,FromPlan,jacobi-1d,5,speedup_under
noarr,FromPlan,jacobi-2d,1,slowdown
noarr,FromPlan,jacobi-2d,2,slowdown
noarr,FromPlan,jacobi-2d,3,slowdown
noarr,FromPlan,jacobi-2d,4,slowdown
noarr,FromPlan,jacobi-2d,5,slowdown
noarr,FromPlan,lu,1,speedup_over
noarr,FromPlan,lu,2,speedup_over
noarr,FromPlan,lu,3,speedup_over
noarr,FromPlan,lu,4,speedup_over
noarr,FromPlan,lu,5,speedup_over
noarr,FromPlan,ludcmp,1,slowdown
noarr,FromPlan,ludcmp,2,slowdown
noarr,FromPlan,ludcmp,3,slowdown
noarr,FromPlan,ludcmp,4,invalid_code
noarr,FromPlan,ludcmp,5,slowdown
noarr,FromPlan,mvt,1,speedup_over
noarr,FromPlan,mvt,2,speedup_over
noarr,FromPlan,mvt,3,speedup_over
noarr,FromPlan,mvt,4,speedup_over
noarr,FromPlan,mvt,5,speedup_over
noarr,FromPlan,nussinov,1,invalid_code
noarr,FromPlan,nussinov,2,invalid_code
noarr,FromPlan,nussinov,3,invalid_code
noarr,FromPlan,nussinov,4,invalid_code
noarr,FromPlan,nussinov,5,invalid_code
noarr,FromPlan,seidel-2d,1,slowdown
noarr,FromPlan,seidel-2d,2,speedup_under
noarr,FromPlan,seidel-2d,3,slowdown
noarr,FromPlan,seidel-2d,4,slowdown
noarr,FromPlan,seidel-2d,5,invalid_code
noarr,FromPlan,symm,1,slowdown
noarr,FromPlan,symm,2,speedup_over
noarr,FromPlan,symm,3,speedup_over
noarr,FromPlan,symm,4,speedup_over
noarr,FromPlan,symm,5,speedup_over
noarr,FromPlan,syr2k,1,slowdown
noarr,FromPlan,syr2k,2,speedup_over
